Training start!
[  1/200] ptime: 1.63 | d_loss: 0.998 | g_loss: 1.624
[136/200] ptime: 1.39 | d_loss: 1.300 | g_loss: 0.854
[137/200] ptime: 1.40 | d_loss: 1.295 | g_loss: 0.854
[138/200] ptime: 1.41 | d_loss: 1.301 | g_loss: 0.855
[139/200] ptime: 1.41 | d_loss: 1.296 | g_loss: 0.851
[140/200] ptime: 1.39 | d_loss: 1.300 | g_loss: 0.855
[141/200] ptime: 1.39 | d_loss: 1.295 | g_loss: 0.851
[142/200] ptime: 1.40 | d_loss: 1.295 | g_loss: 0.853
[143/200] ptime: 1.44 | d_loss: 1.297 | g_loss: 0.852
[144/200] ptime: 1.47 | d_loss: 1.294 | g_loss: 0.852
[145/200] ptime: 1.42 | d_loss: 1.294 | g_loss: 0.851
[146/200] ptime: 1.46 | d_loss: 1.297 | g_loss: 0.857
[147/200] ptime: 1.44 | d_loss: 1.293 | g_loss: 0.854
[148/200] ptime: 1.42 | d_loss: 1.296 | g_loss: 0.854
[149/200] ptime: 1.56 | d_loss: 1.295 | g_loss: 0.855
[150/200] ptime: 1.58 | d_loss: 1.297 | g_loss: 0.856
[151/200] ptime: 1.52 | d_loss: 1.298 | g_loss: 0.853
[152/200] ptime: 1.42 | d_loss: 1.294 | g_loss: 0.854
[153/200] ptime: 1.47 | d_loss: 1.295 | g_loss: 0.854
[154/200] ptime: 1.44 | d_loss: 1.291 | g_loss: 0.854
[155/200] ptime: 1.41 | d_loss: 1.297 | g_loss: 0.854
[156/200] ptime: 1.44 | d_loss: 1.292 | g_loss: 0.857
[157/200] ptime: 1.46 | d_loss: 1.296 | g_loss: 0.857
[158/200] ptime: 1.46 | d_loss: 1.291 | g_loss: 0.857
[159/200] ptime: 1.48 | d_loss: 1.292 | g_loss: 0.858
[160/200] ptime: 1.55 | d_loss: 1.297 | g_loss: 0.858
[161/200] ptime: 1.41 | d_loss: 1.289 | g_loss: 0.853
[162/200] ptime: 1.44 | d_loss: 1.295 | g_loss: 0.855
[163/200] ptime: 1.38 | d_loss: 1.294 | g_loss: 0.852
[164/200] ptime: 1.59 | d_loss: 1.295 | g_loss: 0.854
[165/200] ptime: 1.41 | d_loss: 1.292 | g_loss: 0.859
[166/200] ptime: 1.38 | d_loss: 1.295 | g_loss: 0.859
[167/200] ptime: 1.45 | d_loss: 1.292 | g_loss: 0.856
[168/200] ptime: 1.38 | d_loss: 1.292 | g_loss: 0.857
[169/200] ptime: 1.47 | d_loss: 1.293 | g_loss: 0.861
[170/200] ptime: 1.36 | d_loss: 1.292 | g_loss: 0.859
[171/200] ptime: 1.37 | d_loss: 1.292 | g_loss: 0.858
[172/200] ptime: 1.36 | d_loss: 1.289 | g_loss: 0.861
[173/200] ptime: 1.36 | d_loss: 1.288 | g_loss: 0.856
[174/200] ptime: 1.36 | d_loss: 1.294 | g_loss: 0.862
[175/200] ptime: 1.36 | d_loss: 1.288 | g_loss: 0.863
[176/200] ptime: 1.38 | d_loss: 1.291 | g_loss: 0.863
[177/200] ptime: 1.57 | d_loss: 1.287 | g_loss: 0.863
[178/200] ptime: 1.37 | d_loss: 1.291 | g_loss: 0.864
[179/200] ptime: 1.37 | d_loss: 1.289 | g_loss: 0.862
[180/200] ptime: 1.41 | d_loss: 1.287 | g_loss: 0.863
[181/200] ptime: 1.36 | d_loss: 1.288 | g_loss: 0.866
[182/200] ptime: 1.44 | d_loss: 1.290 | g_loss: 0.870
[183/200] ptime: 1.38 | d_loss: 1.290 | g_loss: 0.864
[184/200] ptime: 1.37 | d_loss: 1.284 | g_loss: 0.863
[185/200] ptime: 1.42 | d_loss: 1.290 | g_loss: 0.872
[186/200] ptime: 1.36 | d_loss: 1.288 | g_loss: 0.864
[187/200] ptime: 1.37 | d_loss: 1.288 | g_loss: 0.867
[188/200] ptime: 1.36 | d_loss: 1.284 | g_loss: 0.867
[189/200] ptime: 1.36 | d_loss: 1.290 | g_loss: 0.868
[190/200] ptime: 1.34 | d_loss: 1.286 | g_loss: 0.866
[191/200] ptime: 1.38 | d_loss: 1.284 | g_loss: 0.869
[192/200] ptime: 1.37 | d_loss: 1.286 | g_loss: 0.867
[193/200] ptime: 1.39 | d_loss: 1.285 | g_loss: 0.867
[194/200] ptime: 1.38 | d_loss: 1.285 | g_loss: 0.871
[195/200] ptime: 1.38 | d_loss: 1.288 | g_loss: 0.871
[196/200] ptime: 1.38 | d_loss: 1.283 | g_loss: 0.872
[197/200] ptime: 1.37 | d_loss: 1.285 | g_loss: 0.870
[198/200] ptime: 1.36 | d_loss: 1.287 | g_loss: 0.870
[199/200] ptime: 1.37 | d_loss: 1.284 | g_loss: 0.864
[200/200] ptime: 1.37 | d_loss: 1.285 | g_loss: 0.869

= Avg ptime per epoch: 1.472 | total 200 epochs time: 743.067

+ Training finished! Saving training results ...
